sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
1610,Not a smell,0.95,No Change,"New in 1.2.0, show bar when scrolling happens and (changed in 1.9.0)  fade to bar_inactive_color when no scroll is happening.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1611,Not a smell,0.95,No Change,"in order to be able to scroll on very slow devices, let at least 3  frames displayed to accumulate some velocity. And then, change the  touch mode. Otherwise, we might never be able to compute velocity,  and no way to scroll it. See #1464 and #1499",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1612,Not a smell,0.95,No Change,"XXX the next line was in the condition. But this stop  the possibility to ""drag"" an object out of the scrollview in the  non-used direction: if you have an horizontal scrollview, a  vertical gesture will not ""stop"" the scroll view to look for an  horizontal gesture, until the timeout is done.  and touch.dx + touch.dy == 0:",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1613,Not a smell,0.95,No Change,touch is in window coords,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1614,Not a smell,0.9,No Change,don't forget about grab event!,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1615,Task,0.95,Remove,Default number of gesture matches per frame  FIXME: relevant number,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1616,Beautification,0.85,Remove,Algorithm data,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1617,Beautification,0.95,Remove,-----------------------------------------------------------------------------  Recognizer  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1618,Vague,0.85,Rewrite,Prepare a correctly sorted tasklist,Conditionally sort tasklist by priority based on 'force_priority_sort' and 'priority' parameters,repaired,Original comment 'Prepare a correctly sorted tasklist' was vague about the condition; rewritten to state when sorting occurs.,evaluation,deepseek-v3
1619,Obvious,0.9,Rewrite,Now test each gesture in the database against filter criteria,Filter each gesture from tasklist using provided criteria.,repaired,Original comment merely restated the loop; rewritten to be concise and accurately describe the action.,evaluation,deepseek-v3
1620,Task,0.99,Remove,"FIXME: use a try block, maybe shelve or something",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1621,Task,0.95,Remove,"FIXME: match them all with protractor, and don't load exacts? or  just compare the data or something; seems better to do this on import  than on every subsequent call to recognize(). And fix it in general,  too.",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1622,Obvious,0.95,Rewrite,Obtain a list of MultistrokeGesture objects matching filter arguments,Identify gestures relevant to the recognition task.,repaired,Original comment merely restated the code; rewritten to explain the purpose.,evaluation,deepseek-v3
1623,Obvious,0.95,Remove,Initialize the candidate and result objects,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1624,Task,0.85,Remove,This is done to inform caller if they bind to on_complete and there  is nothing to do; perhaps should just return None?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1625,Not a smell,0.95,No Change,This callback is scheduled once per frame until completed,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1626,Obvious,0.9,Rewrite,Get the best distance and number of matching operations done,"Evaluate the gesture match candidate and retrieve template, distance, result, and match operations count.",repaired,Original comment merely restated code without adding context; new comment clarifies the purpose of the retrieval.,evaluation,deepseek-v3
1627,Obvious,0.95,Rewrite,The loop has ended. Prepare to dispatch 'complete',Dispatch completion events (on_complete and on_search_complete) after loop ends.,repaired,Rewrote to accurately describe the purpose of the subsequent function definition.,evaluation,deepseek-v3
1628,Obvious,0.9,Remove,Dispatch or reschedule another run,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1629,Beautification,0.95,Remove,End _recognize_tick(),,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1630,Not a smell,0.95,No Change,"recognize() helper function, do not use directly. Set up a  Candidate object from arguments. Either use a specified object  or make a new one from strokes and apply safe skip_* settings to  use less resources.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1631,Not a smell,0.95,No Change,Default event handlers,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1632,Beautification,0.95,Remove,-----------------------------------------------------------------------------  ProgressTracker  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1633,Not a smell,0.8075,No Change,fired by recognize(),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1634,Not a smell,0.95,No Change,fired locally,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1635,Not a smell,0.95,No Change,to avoid too many self. lookups,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1636,Not a smell,0.95,No Change,Add a result; used internally by the recognize() function,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1637,Beautification,0.99,Remove,-----------------------------------------------------------------------------  MultistrokeGesture  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1638,Not a smell,0.95,No Change,optimal_cosine_distance() inlined here for performance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1639,Not a smell,0.95,No Change,"If you put the below directly into math.acos(), you will get a domain  error when a=1.0 and angle=0.0 (ie math_cos(angle)=1.0). It seems to  be because float representation of 1.0*1.0 is >1.0 (ie 1.00000...001)  and this is problematic for math.acos().  If you try math.acos(1.0*1.0) in interpreter it does not happen,  only with exact match at runtime",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1640,Task,0.9,Remove,FIXME: I'm sure there is a better way to do it but..,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1641,Not a smell,0.95,No Change,"has not happened to me, but I leave it here.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1642,Not a smell,0.95,No Change,"Handle a theoretical case where a MultistrokeGesture is composed  manually and the orientation_sensitive flag is True, and contains  a UnistrokeTemplate that has orientation_sensitive=False (or vice  versa). This would cause KeyError - requesting nonexistent vector",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1643,Not a smell,0.95,No Change,"Count as a match operation now, since the call to get_  angle_similarity below will force vector calculation,  even if it doesn't make it to get_distance",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1644,Not a smell,0.9,No Change,"Note: With this implementation, we always resample the candidate  to *any* encountered UnistrokeTemplate numpoints here, the filter  is only applied to MultistrokeGesture. See theoretical case  above; should not matter normally.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1645,Not a smell,0.95,No Change,Skip if candidate/gesture angles are too far off,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1646,Obvious,0.95,Remove,Get the distance between cand/tpl paths,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1647,Obvious,0.95,Remove,Seed with index of each stroke,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1648,Obvious,0.9,Remove,Prepare ._orders,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1649,Not a smell,0.95,No Change,Generate unistroke permutations,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1650,Not a smell,0.95,No Change,Heap Permute algorithm,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1651,Obvious,0.92,Remove,Create unistroke permutations from self.strokes,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1652,Not a smell,0.95,No Change,use b's bits for directions,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1653,Obvious,0.95,Remove,is b's bit at index i 1?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1654,Beautification,0.95,Remove,-----------------------------------------------------------------------------  UnistrokeTemplate  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1655,Not a smell,0.95,No Change,All previously computed data is now void.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1656,Not a smell,0.95,No Change,Used to lazily prepare the template,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1657,Obvious,0.95,Remove,How many points are we resampling to?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1658,Vague,0.4875,Rewrite,restore,Restore original orientation after scaling,repaired,Original 'restore' was vague; made explicit what is being restored and why.,evaluation,deepseek-v3
1659,Not a smell,0.95,No Change,"Now store it using the number of points in the resampled path as the  dict key. On the next call to get_*, it will be returned instead of  recomputed. Implicitly, you must reset self.db or call prepare() for  all the keys once you manipulate self.points.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1660,Not a smell,0.92,No Change,Compute STARTANGLEINDEX as n/8:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1661,Beautification,0.95,Remove,-----------------------------------------------------------------------------  Candidate  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1662,Vague,0.7,Rewrite,Used to lazily prepare the candidate,Lazily prepare the database entry for the given number of points if not cached.,repaired,Original comment is vague; rewrite clarifies that it lazily prepares the db entry for numpoints.,evaluation,deepseek-v3
1663,Not a smell,0.95,No Change,angle_between_unit_vectors() inlined here for performance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1664,Task,0.95,Remove,FIXME: Domain error on float representation of 1.0 (exact match)  (see comments in MultistrokeGesture.get_distance()),,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1665,Not a smell,0.95,No Change,Inlined combine_strokes() for performance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1666,Obvious,0.95,Remove,Compute STARTANGLEINDEX as n / 8,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1667,Beautification,0.5737,Remove,full rotation invariance,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1668,Beautification,0.8,Remove,rotation bounded invariance,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1669,Nonlocal info,0.9,Move,"-----------------------------------------------------------------------------  Helper functions from this point on. This is all directly related to the  recognition algorithm, and is almost 100% transcription from the JavaScript  -----------------------------------------------------------------------------",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1670,Not a smell,0.95,No Change,Resample a path to `n` points,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1671,Obvious,0.675,Rewrite,q is the next i,# Insert q at position i; it will be processed as the next point.,repaired,"Clarifies the purpose of insertion, replacing the cryptic 'q is the next i'.",evaluation,deepseek-v3
1672,Not a smell,0.95,No Change,rounding error; insert the last point,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1673,Not a smell,0.95,No Change,Rotate points around centroid,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1674,Not a smell,0.95,No Change,1D or 2D gesture test,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1675,Obvious,0.9,Remove,Translate points around centroid,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1676,Not a smell,0.95,No Change,Helper function for the Protractor algorithm,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1677,Obvious,0.95,Remove,it's first page,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1678,Not a smell,0.95,No Change,"not first, but there are post pages",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1679,Not a smell,0.9,No Change,not first and there are no post pages,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1680,Not a smell,0.95,No Change,second page - no left margin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1681,Not a smell,0.95,No Change,there's already a left margin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1682,Not a smell,0.9,No Change,move next page up to right edge,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1683,Not a smell,0.95,No Change,move current page until edge hits the right border,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1684,Not a smell,0.75,No Change,move previous page left edge up to left border,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1685,Obvious,0.9,Remove,move current page up to left edge,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1686,Not a smell,0.95,No Change,move next page until its edge hit the left border,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1687,Not a smell,0.95,No Change,move second next page up to right border,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1688,Not a smell,0.95,No Change,base class needed for builder,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1689,Not a smell,0.95,No Change,invalid indent,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1690,Obvious,0.95,Remove,call the on_press and check the result,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1691,Not a smell,0.765,No Change,"XXX on OSX CI Builder, img_sdl2 is not used  therefore the test below wont work yet with imageio only.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1692,Obvious,0.95,Remove,load kivy logo,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1693,Not a smell,0.8,No Change,try to save without any format,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1694,Obvious,0.95,Remove,save it in png,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1695,Not a smell,0.95,No Change,"if False, then there is no provider",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1696,Obvious,0.9,Remove,try to save in a filename,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1697,Commented out code,0.95,Remove,"XXX Test wrote but temporary commented  XXX because of the issue #6123 on OSX  XXX https://github.com/kivy/kivy/issues/6123  with open(filename, ""rb"") as fd2:      pngdatafile = fd2.read()  # check the png file data is the same as bytesio  self.assertTrue(pngdata == pngdatafile)",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1698,Obvious,0.95,Remove,save it in jpeg,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1699,Not a smell,0.95,No Change,internals for post-configuration,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1700,Obvious,0.95,Remove,user version,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1701,Obvious,0.95,Remove,current version,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1702,Vague,0.65,Rewrite,"not tag rev (-alpha-1, -beta-x) allowed.","# Tag revisions (e.g., -alpha-1, -beta-x) are not allowed.",repaired,Original comment was vague about the rule; rewrite clarifies that tag revisions are not allowed.,evaluation,deepseek-v3
1703,Obvious,0.9,Remove,"finally, checking revision",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1704,Not a smell,0.5625,No Change,: Global settings options for kivy,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1705,Obvious,0.95,Remove,Read environment,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1706,Not a smell,0.765,No Change,Extract all needed path in kivy : Kivy directory,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1707,Beautification,0.95,Remove,: Kivy modules directory,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1708,Obvious,0.9,Remove,: Kivy data directory,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1709,Not a smell,0.95,No Change,: Kivy binary deps directory,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1710,Not a smell,0.95,No Change,: Kivy glsl shader directory,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1711,Not a smell,0.98,No Change,: Kivy icons config path (don't remove the last ''),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1712,Misleading,0.9,Rewrite,: Kivy user-home storage directory,: Placeholder for Kivy user-home storage directory (empty by default),repaired,"Original comment misleadingly suggests a directory, but variable is initialized to empty string.",evaluation,deepseek-v3
1713,Not a smell,0.95,No Change,: Kivy configuration filename,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1714,Obvious,0.95,Remove,: Kivy user modules directory,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1715,Not a smell,0.9,No Change,: Kivy examples directory,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1716,Not a smell,0.92,No Change,"if there are deps, import them so they can do their magic.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1717,Not a smell,0.95,No Change,Don't go further if we generate documentation,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1718,Beautification,0.85,Remove,Configuration management,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1719,Beautification,0.9,Remove,configuration,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1720,Obvious,0.95,Remove,Set level of logger,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1721,Vague,0.7,Rewrite,Can be overridden in command line,"Skip command-line argument parsing when KIVY_UNITTEST, KIVY_PACKAGING, or KIVY_NO_ARGS is set.",repaired,Clarifies which conditions override command-line parsing.,evaluation,deepseek-v3
1722,Not a smell,0.95,No Change,"save sys argv, otherwise, gstreamer use it and display help..",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1723,Obvious,0.85,Rewrite,set argv to the non-read args,Set sys.argv to script name and remaining unprocessed arguments.,repaired,Reworded to clearly indicate that sys.argv is set to the script name plus the arguments not consumed by getopt.,evaluation,deepseek-v3
1724,Not a smell,0.95,No Change,Needs to be first opt for support_freeze to work,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1725,Not a smell,0.95,No Change,"when we are doing an executable on macosx with  pyinstaller, they are passing information with -p. so  it will conflict with our current -p option. since the  format is not the same, just avoid it.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1726,Obvious,0.9,Remove,configure all activated modules,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1727,Not a smell,0.92,No Change,android hooks: force fullscreen and add android touch input provider,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1728,Obvious,0.95,Remove,Initialize,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1729,Obvious,0.9,Rewrite,no more properties to animation ? kill the animation.,"# If no more properties remain, stop the animation.",repaired,Reworded for clarity and grammatical correctness.,evaluation,deepseek-v3
1730,Not a smell,0.95,No Change,Private,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1731,Obvious,0.95,Remove,get current values,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1732,Obvious,0.95,Remove,install clock,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1733,Not a smell,0.95,No Change,"empty proxy, widget is gone. ref: #2458",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1734,Obvious,0.95,Remove,calculate progression,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1735,Obvious,0.97,Remove,apply progression on widget,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1736,Obvious,0.9,Remove,time to stop ?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1737,Not a smell,0.95,No Change,User requested to animate only part of the dict.  Copy the rest,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1738,Beautification,0.95,Remove,Default handlers,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1739,Not a smell,0.95,No Change,This property is impossible to implement,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1740,Not a smell,0.95,No Change,: Repeat the sequence. See 'Repeating animation' in the header : documentation.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1741,Not a smell,0.95,No Change,late import to avoid breaking module loading,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1742,Not a smell,0.95,No Change,"already installed, don't do it twice.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1743,Obvious,0.9,Remove,get gobject mainloop / context,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1744,Obvious,0.95,Remove,schedule the iteration each frame,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1745,Not a smell,0.95,No Change,"XXX we need to loop over context here, otherwise, we might have a lag",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1746,Beautification,0.95,Remove,-----------------------------------------------------------------------------  Android support  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1747,Not a smell,0.95,No Change,"after wakeup, we need to redraw more than once, otherwise we get a  black screen",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1748,Obvious,0.95,Remove,Init the library,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1749,Not a smell,0.95,No Change,do nothing until android asks for it.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1750,Obvious,0.9,Remove,try to get the current running application,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1751,Not a smell,0.95,No Change,"no running application, stop our loop.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1752,Obvious,0.95,Remove,try to go to pause mode,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1753,Obvious,0.675,Rewrite,"app goes in pause mode, wait.",Wait for Android to resume after pause.,repaired,Rewrote obvious comment to clarify the waiting action.,evaluation,deepseek-v3
1754,Vague,0.7,Rewrite,is it a stop or resume ?,"Check if Android requested a stop; otherwise, resume.",repaired,Original was a vague question; rewritten to clearly explain the conditional check.,evaluation,deepseek-v3
1755,Obvious,0.9,Remove,app must stop,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1756,Obvious,0.9,Remove,app resuming now !,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1757,Not a smell,0.95,No Change,5 frames/seconds for 5 seconds,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1758,Not a smell,0.95,No Change,"app doesn't support pause mode, just stop it.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1759,Obvious,0.95,Remove,prevent installing more than once,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1760,Not a smell,0.95,No Change,"don't let twisted handle signals, unless specifically requested",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1761,Not a smell,0.95,No Change,"install threaded-select reactor, to use with own event loop",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1762,Not a smell,0.95,No Change,now we can import twisted reactor as usual,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1763,Not a smell,0.95,No Change,will hold callbacks to twisted callbacks,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1764,Not a smell,0.95,No Change,twisted will call the wake function when it needs to do work,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1765,Not a smell,0.95,No Change,"called every frame, to process the reactors work in main thread",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1766,Vague,0.75,Rewrite,"start the reactor, by telling twisted how to wake, and process","Start the reactor, scheduling wake and work callbacks",repaired,Original comment was vague; clarified purpose with specific callbacks.,evaluation,deepseek-v3
1767,Not a smell,0.95,No Change,make sure twisted reactor is shutdown if eventloop exists,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1768,Not a smell,0.8075,No Change,start and stop the reactor along with kivy EventLoop,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1769,Not a smell,0.95,No Change,prevent uninstalling more than once,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1770,Not a smell,0.8075,No Change,"This is a ""jumping"" module, required for python-for-android project  Because we are putting all the module into the same .so, there can be name  conflict. We have one conflict with pygame.event and kivy.event => Both are  python extension and have the same ""initevent"" symbol. So right now, just  rename this one.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1771,Not a smell,0.95,No Change,we should have 2 progress minimum and one success,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1772,Not a smell,0.95,No Change,"reactor is already running, so we just start the service collection",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1773,Not a smell,0.95,No Change,start searching after the last selected node,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1774,Not a smell,0.95,No Change,"we don't actually need to set asyncio as the lib because it is  the default, but it doesn't hurt to be explicit",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1775,Vague,0.8,Rewrite,get some sleep,Trigger sleep mode after 2 cycles if button not already pressed.,repaired,Original 'get some sleep' was vague; rewrite explains condition and purpose.,evaluation,deepseek-v3
1776,Obvious,0.92,Remove,"when canceled, print that it finished",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1777,Not a smell,0.675,No Change,the old error before utf-8 was standard,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1778,Not a smell,0.95,No Change,Include system fonts_dir in resource paths.  This allows us to specify a font from those dirs.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1779,Not a smell,0.95,No Change,the real computed text size (inclds pad),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1780,Obvious,0.9,Remove,add regular font to list again,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1781,Not a smell,0.95,No Change,is the font registered?,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1782,Obvious,0.9,Rewrite,return the preferred font for the current bold/italic combination,assign the preferred font for the current bold/italic combination,repaired,"Original comment said 'return' but code assigns a value, so corrected to 'assign'.",evaluation,deepseek-v3
1783,Not a smell,0.95,No Change,"XXX for compatibility, check directly in the data dir",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1784,Obvious,0.95,Remove,register the font dirs,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1785,Not a smell,0.9,No Change,"if larger, it won't fit so don't even try extents",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1786,Not a smell,0.95,No Change,now find the first and last word,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1787,Not a smell,0.95,No Change,center or right,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1788,Obvious,0.9,Rewrite,"no split, or the first word doesn't even fit",Check for missing split_str or first word exceeding remaining width.,repaired,Reworded to clarify purpose without restating condition exactly.,evaluation,deepseek-v3
1789,Not a smell,0.95,No Change,at this point we do char by char so e1 must be zero,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1790,Obvious,0.5625,Rewrite,"both word fits, and there's at least on split_str","both words fit, and there is at least one split_str",repaired,Fixed typos and grammar; comment remains faithful to code.,evaluation,deepseek-v3
1791,Obvious,0.9,Remove,there's only on split_str,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1792,Vague,0.7,Rewrite,"both the first and last word fits, and they start/end at diff pos",Both first and last words fit and are distinct; iteratively adjust trimming to fit width.,repaired,Clarified vague 'diff pos' by specifying words are distinct and trimming adjusts.,evaluation,deepseek-v3
1793,Beautification,0.8,Remove,left,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1794,Obvious,0.95,Rewrite,"no split, or the last word doesn't even fit","# no split_str found, or combined width of first and last word exceeds available width",repaired,Clarify condition: either no split_str or both words overflow.,evaluation,deepseek-v3
1795,Vague,0.9,Rewrite,if split_str,# if no split_str or the words don't fit,repaired,Rewrote vague comment to clarify condition.,evaluation,deepseek-v3
1796,Obvious,0.9,Remove,"get opts from first line, first word",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1797,Nonlocal info,0.675,Move,"FIXME: This should possibly use a Config value, and possibly we should         expose pango_unichar_direction() / pango_bidi_type_for_unichar()",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
