sample_id,is_smelly,label,confidence,top1_label,top1_score,top2_label,top2_score,reason_short,action_hint,route_to,second_check_used,review_reason,model_source
1831,True,Obvious,0.95,Obvious,0.9,Not a smell,0.1,Restates code action without extra context.,remove,repair,False,,deepseek-v3
1832,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Mere restatement of variable assignment without added context or rationale.,remove,repair,False,,deepseek-v3
1833,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the variable name; no added rationale or constraint.,remove,repair,False,,deepseek-v3
1834,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains deferral logic for ripple fade.,no_change,evaluation,False,,deepseek-v3
1835,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds local rationale for calling ripple_fade on disable, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1836,False,Not a smell,0.98,Not a smell,0.98,Obvious,0.02,Adds essential constraint about import ordering.,no_change,evaluation,False,,deepseek-v3
1837,True,Obvious,0.85,Obvious,0.85,Vague,0.1,Restates loop purpose without adding why/constraint/risk.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1838,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds purpose and context for the assertion of ids, mentioning specific event.",no_change,evaluation,False,,deepseek-v3
1839,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Comment merely restates the local code action without adding rationale or context.,remove,repair,False,,deepseek-v3
1840,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the local assertion without adding rationale or intent.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1841,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the assertion code without adding new context.,remove,repair,False,,deepseek-v3
1842,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates visible copy action without added intent.,remove,repair,False,,deepseek-v3
1843,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains Python 2 compatibility code.,no_change,evaluation,False,,deepseek-v3
1844,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Explains why Kv is used due to RecycleView limitation.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1845,True,Beautification,0.95,Beautification,0.95,Irrelevant,0.05,ASCII art visual separator with no semantic content.,remove,repair,False,,deepseek-v3
1846,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Visual comment clarifies grid positions.,no_change,evaluation,False,,deepseek-v3
1847,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Visual diagram of expected layout enhances test comprehension.,no_change,evaluation,False,,deepseek-v3
1848,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.05,"Visual diagram clarifies expected layout arrangement, aiding test comprehension.",no_change,evaluation,False,,deepseek-v3
1849,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.05,"Visual diagram clarifies expected layout, aiding test comprehension.",no_change,evaluation,False,,deepseek-v3
1850,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.05,Visual diagram clarifies expected layout positions.,no_change,evaluation,False,,deepseek-v3
1851,False,Not a smell,0.92,Not a smell,0.92,Beautification,0.08,Diagram clarifies expected grid layout for test comprehension.,no_change,evaluation,False,,deepseek-v3
1852,False,Not a smell,0.9,Not a smell,0.9,Beautification,0.1,"ASCII diagram clarifies expected layout positions, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1853,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,ASCII diagram clarifies expected layout.,no_change,evaluation,False,,deepseek-v3
1854,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.03,Visual diagram aids understanding of expected grid layout in test.,no_change,evaluation,False,,deepseek-v3
1855,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.05,Visual diagram aids comprehension of grid layout for test.,no_change,evaluation,False,,deepseek-v3
1856,False,Not a smell,0.8,Not a smell,0.8,Obvious,0.2,"Diagram provides concrete layout positions, not a pure header/separator.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1857,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.05,Diagram clarifies expected layout for test.,no_change,evaluation,False,,deepseek-v3
1858,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains reason for type ignore.,no_change,evaluation,False,,deepseek-v3
1859,False,Not a smell,0.85,Not a smell,0.85,Vague,0.15,"Comment provides specific purpose (get 1vs1 weights) and shape info (dual_coef_ shape), not vague.",no_change,evaluation,True,low_confidence;not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
1860,True,Task,0.85,Task,0.85,Not a smell,0.15,Note about potential optimization (preallocation) with sparse case caveat.,remove,repair,False,,deepseek-v3
1861,True,Misleading,0.855,Misleading,0.95,Obvious,0.03,"Comment mislabels sv2 as SVs for class1, but it's actually for class2.",rewrite,repair,True,small_top2_margin,deepseek-v3
1862,True,Misleading,0.95,Misleading,0.95,Obvious,0.05,Comment says 'SVs for class1:' but actually assigns sv2 (class2 SVs).,rewrite,repair,False,,deepseek-v3
1863,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains variable meaning, adds context.",no_change,evaluation,False,,deepseek-v3
1864,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the obvious assignment of dual coefficients.,remove,repair,False,,deepseek-v3
1865,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the visible code action without adding context.,remove,repair,False,,deepseek-v3
1866,True,Nonlocal info,0.675,Nonlocal info,0.9,Not a smell,0.1,Comment references external LibSVM integer values for order constraint.,move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1867,False,Not a smell,0.765,Not a smell,0.9,Nonlocal info,0.1,"Comment explains method's usage by cross_val_score, providing useful context, so not a smell.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal;borderline_label_low_confidence,deepseek-v3
1868,True,Task,0.95,Task,0.95,Not a smell,0.05,TODO comment about future removal and mypy error.,remove,repair,False,,deepseek-v3
1869,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates visible code action without adding intent or constraint.,remove,repair,False,,deepseek-v3
1870,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why unused assignment is needed for Cython interface.,no_change,evaluation,False,,deepseek-v3
1871,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates the code's computation of variance without adding new insight.,remove,repair,False,,deepseek-v3
1872,True,Nonlocal info,0.9,Nonlocal info,0.9,Vague,0.1,Directs reader to another comment elsewhere; nonlocal reference.,move,repair,False,,deepseek-v3
1873,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.04,"Explains reason for sign flip in binary case, adds intent.",no_change,evaluation,False,,deepseek-v3
1874,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Explains rationale for different storage based on libSVM model count.,no_change,evaluation,False,,deepseek-v3
1875,True,Task,0.9,Task,0.9,Not a smell,0.1,Marks a code design issue that should be refactored.,remove,repair,False,,deepseek-v3
1876,False,Not a smell,0.9,Not a smell,0.9,Task,0.07,Explains rationale for storing X reference; minor TODO does not make it a smell.,no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1877,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains design decision for subclass extensibility.,no_change,evaluation,False,,deepseek-v3
1878,False,Not a smell,0.7125,Not a smell,0.95,Obvious,0.05,"Comment clarifies that else branch handles regression case, providing intent not obvious from code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1879,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies input precondition for clarity.,no_change,evaluation,False,,deepseek-v3
1880,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains why C is set to 0.0, adding context.",no_change,evaluation,False,,deepseek-v3
1881,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why explicit kernel matrix computation is needed.,no_change,evaluation,False,,deepseek-v3
1882,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Explains ordering constraint for _validate_for_predict call.,no_change,evaluation,False,,deepseek-v3
1883,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for flipping sign in binary case.,no_change,evaluation,False,,deepseek-v3
1884,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.03,Adds security fix rationale and consistency check explanation.,no_change,evaluation,False,,deepseek-v3
1885,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for making array immutable, prevents bugs.",no_change,evaluation,False,,deepseek-v3
1886,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains sparse matrix flag limitation.,no_change,evaluation,False,,deepseek-v3
1887,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates obvious else branch condition.,remove,repair,False,,deepseek-v3
1888,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.03,"Explains transformation of _n_support size for SVR/OneClass, adds useful context.",no_change,evaluation,False,,deepseek-v3
1889,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Provides rationale and future design guidance; enhances comprehension.,no_change,evaluation,False,,deepseek-v3
1890,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the branch condition without adding extra context.,remove,repair,False,,deepseek-v3
1891,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Labels the branch as 1vs1 classifier, providing context for the code path.",no_change,evaluation,False,,deepseek-v3
1892,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains dict hierarchy aids comprehension of nested structure.,no_change,evaluation,False,,deepseek-v3
1893,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,"Explains why intercept_scaling check exists; added rationale, not restating code.",no_change,evaluation,False,,deepseek-v3
1894,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains limitation of liblinear.,no_change,evaluation,False,,deepseek-v3
1895,True,Nonlocal info,0.5419,Nonlocal info,0.85,Not a smell,0.15,Explains external library requirement for type conversion.,move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1896,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for seed range due to platform limitation.,no_change,evaluation,False,,deepseek-v3
1897,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the purpose of using 2 clusters to demonstrate incorrect scenario.,no_change,evaluation,False,,deepseek-v3
1898,False,Not a smell,0.8075,Not a smell,0.95,Vague,0.05,Provides specific data characteristic for the plot.,no_change,evaluation,True,signal_conflict;not_smell_vs_vague_risk,deepseek-v3
1899,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Comment clearly labels the purpose of the code block (testing different cluster variances).,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1900,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment describing plot content.,no_change,evaluation,False,,deepseek-v3
1901,True,Beautification,0.6056,Beautification,0.6056,Not a smell,0.3944,"Section header labeling a code block, no behavioral content.",remove,repair,True,signal_conflict,deepseek-v3
1902,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides rationale for C++11 flag; clarifies intent.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1903,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Simple section header with no behavioral or semantic content.,remove,repair,False,,deepseek-v3
1904,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Provides rationale for compiling library used by two modules.,no_change,evaluation,False,,deepseek-v3
1905,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Explains rationale for extra link flag to avoid build issue on Windows.,no_change,evaluation,False,,deepseek-v3
1906,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for using C++11.,no_change,evaluation,False,,deepseek-v3
1907,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Section header comment for visual separation.,remove,repair,False,,deepseek-v3
1908,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for precompiling liblinear with C++11 flag.,no_change,evaluation,False,,deepseek-v3
1909,True,Commented out code,0.95,Commented out code,0.95,Irrelevant,0.05,Commented out code line left in source.,remove,repair,False,,deepseek-v3
1910,True,Beautification,0.98,Beautification,0.98,Not a smell,0.02,"Section end marker, no behavioral content, purely visual separator.",remove,repair,False,,deepseek-v3
1911,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains ordering dependency: _libsvm_sparse extension must be added after libsvm-skl library.,no_change,evaluation,False,,deepseek-v3
1912,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Concise comment clarifies test purpose - not a smell.,no_change,evaluation,False,,deepseek-v3
1913,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains expected behavior in test.,no_change,evaluation,False,,deepseek-v3
1914,False,Not a smell,0.68,Not a smell,0.8,Obvious,0.2,Short label providing useful context for test block.,no_change,evaluation,True,low_confidence;signal_conflict;borderline_label_low_confidence,deepseek-v3
1915,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Briefly explains purpose of the second test block; adds context about different weights.,no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1916,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Adds rationale: using repeated samples to simulate weighting.,no_change,evaluation,False,,deepseek-v3
1917,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates import action without adding value.,remove,repair,False,,deepseek-v3
1918,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Comment provides intent (create multiple targets) and method (shuffling and concatenating), which is useful context beyond mere restatement.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1919,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.02,Explains rationale for assertion in parallel test.,no_change,evaluation,False,,deepseek-v3
1920,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Clear test description, enhances comprehension.",no_change,evaluation,False,,deepseek-v3
1921,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why no predict_proba; helpful context.,no_change,evaluation,False,,deepseek-v3
1922,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment restates test scenario without additional rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1923,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,States test purpose concisely; enhances comprehension.,no_change,evaluation,False,,deepseek-v3
1924,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,"Comment merely restates that function is inner and for custom scoring, which is obvious from code.",remove,repair,False,,deepseek-v3
1925,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains reason for code behavior.,no_change,evaluation,False,,deepseek-v3
1926,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates test purpose already clear from function name and code.,remove,repair,False,,deepseek-v3
1927,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,"Comment restates visible actions: training and predicting, no added rationale.",remove,repair,False,,deepseek-v3
1928,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Comment explains intent of loop and asserts, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1929,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.7,Adds rationale for cloning to preserve estimator configuration.,no_change,evaluation,False,,deepseek-v3
1930,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Clarifies test purpose; adds intent beyond restating code.,no_change,evaluation,False,,deepseek-v3
1931,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates obvious code actions without added context.,remove,repair,False,,deepseek-v3
1932,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Describes loop purpose clearly.,no_change,evaluation,False,,deepseek-v3
1933,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Useful test description.,no_change,evaluation,False,,deepseek-v3
1934,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the clone operation without added context.,remove,repair,False,,deepseek-v3
1935,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds purpose: making test deterministic.,no_change,evaluation,False,,deepseek-v3
1936,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment just restates the code generating random features.,remove,repair,False,,deepseek-v3
1937,False,Not a smell,0.3,Not a smell,0.3,Obvious,0.7,"Comment misstates labels as random; not a restatement, so not Obvious; but also not useful, hence low confidence Not a smell",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1938,False,Not a smell,0.525,Not a smell,0.525,Obvious,0.475,"Comment specifies number of classes, a useful constraint for the test expectation.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1939,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment simply restates the number of classes directly visible in the array.,remove,repair,False,,deepseek-v3
1940,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment clarifying the purpose of the code block.,no_change,evaluation,False,,deepseek-v3
1941,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates visible test code; no added rationale.,remove,repair,False,,deepseek-v3
1942,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains expected ValueError when output sizes mismatch.,no_change,evaluation,False,,deepseek-v3
1943,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains test scenario for ValueError when y is continuous.,no_change,evaluation,False,,deepseek-v3
1944,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds intent and rationale for test behavior, not just restating code.",no_change,evaluation,False,,deepseek-v3
1945,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clear explanation of test purpose.,no_change,evaluation,False,,deepseek-v3
1946,False,Not a smell,0.95,Not a smell,0.95,Irrelevant,0.05,Explains transformation from multiclass to multilabel using binary encoding; adds purpose.,no_change,evaluation,False,,deepseek-v3
1947,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful description of test purpose.,no_change,evaluation,False,,deepseek-v3
1948,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the code action without additional context.,remove,repair,False,,deepseek-v3
1949,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains test purpose concisely and accurately.,no_change,evaluation,False,,deepseek-v3
1950,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Describes test function purpose clearly, adds context for comprehension.",no_change,evaluation,False,,deepseek-v3
1951,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Adds context about test purpose: fitting with sparse data and cross-validation.,no_change,evaluation,False,,deepseek-v3
1952,False,Not a smell,0.9,Not a smell,0.9,Vague,0.1,Provides clear local intent for fitting base chain with random order.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1953,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains expected behavior, adds context for assertions.",no_change,evaluation,False,,deepseek-v3
1954,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.02,"Provides high-level purpose of the test function, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1955,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for test,no_change,evaluation,False,,deepseek-v3
1956,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides clear test purpose, enhances comprehension.",no_change,evaluation,False,,deepseek-v3
1957,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,"Comment merely restates the visible fit call, no added insight.",remove,repair,False,,deepseek-v3
1958,True,Nonlocal info,0.675,Nonlocal info,0.675,Not a smell,0.325,"Comment references moving test to external module (estimator_checks), indicating future work dependent on external module.",move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1959,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Clearly states intent of smoke test regarding missing values validation.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1960,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies that predict does not raise an exception.,no_change,evaluation,False,,deepseek-v3
1961,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Section header/visual separator for imports and dataset loading.,remove,repair,False,,deepseek-v3
1962,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Grouping comment for imports.,no_change,evaluation,False,,deepseek-v3
1963,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,"Merely restates visible import statements, no added value.",remove,repair,False,,deepseek-v3
1964,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides clear context for the next line.,no_change,evaluation,False,,deepseek-v3
1965,False,Not a smell,0.7225,Not a smell,0.7225,Obvious,0.2775,"Comment includes rationale and preprocessing details, not just a header.",no_change,evaluation,True,low_confidence;signal_conflict;borderline_label_low_confidence,deepseek-v3
1966,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Describes purpose of splitting data for training.,no_change,evaluation,False,,deepseek-v3
1967,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Adds clear local purpose for prediction step after data split.,no_change,evaluation,False,,deepseek-v3
1968,True,Commented out code,0.95,Commented out code,0.95,Obvious,0.05,"Commented out code line, likely leftover from debugging or scaling.",remove,repair,False,,deepseek-v3
1969,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,"Comment merely states creation of SVM classifier, no added intent or rationale.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1970,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates code action: creating pipelines.,remove,repair,False,,deepseek-v3
1971,True,Obvious,0.85,Obvious,0.85,Beautification,0.1,Comment merely restates the following code actions without adding rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1972,True,Beautification,0.9,Beautification,0.9,Obvious,0.1,Pure section header separating plot code; near-zero semantic content.,remove,repair,False,,deepseek-v3
1973,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment explains plot axis purpose, not a smell.",no_change,evaluation,False,,deepseek-v3
1974,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment explains purpose of following plot commands, adds context.",no_change,evaluation,False,,deepseek-v3
1975,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment explains purpose of vertical line marking dataset dimensionality, adding interpretive context beyond restating local code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1976,True,Obvious,0.9,Obvious,0.9,Beautification,0.1,"Comment merely restates the following code actions (setting legends, labels).",remove,repair,False,,deepseek-v3
1977,False,Not a smell,0.9,Not a smell,0.9,Too much info,0.1,"Provides clear context, rationale, and caveats for the visualization.",no_change,evaluation,False,,deepseek-v3
1978,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Useful explanation of visualization step.,no_change,evaluation,False,,deepseek-v3
1979,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clear explanatory comment for code block.,no_change,evaluation,False,,deepseek-v3
1980,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates code line with no added rationale or intent.,remove,repair,False,,deepseek-v3
1981,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the local code action without adding new context.,remove,repair,False,,deepseek-v3
1982,True,Obvious,0.9,Obvious,0.9,Vague,0.1,Comment 'combine' merely restates the code action without adding rationale or valuable context.,remove,repair,False,,deepseek-v3
1983,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates obvious action: setting plot titles.,remove,repair,False,,deepseek-v3
1984,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates visible code actions without added context.,remove,repair,False,,deepseek-v3
1985,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates visible code action without adding intent or rationale.,remove,repair,False,,deepseek-v3
1986,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates code action without added value.,remove,repair,False,,deepseek-v3
1987,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the visible scatter plot action without added rationale.,remove,repair,False,,deepseek-v3
1988,True,Nonlocal info,0.525,Nonlocal info,0.7,Not a smell,0.3,References external module (networkx) for code origin.,move,repair,True,low_confidence;not_smell_vs_nonlocal,deepseek-v3
1989,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains purpose of seen dictionary in BFS, not a smell.",no_change,evaluation,False,,deepseek-v3
1990,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Simply restates variable name 'level' without adding useful information.,remove,repair,False,,deepseek-v3
1991,True,Misleading,0.95,Misleading,0.95,Obvious,0.05,"Comment says 'dict' but variable is a list/set, inconsistent.",rewrite,repair,False,,deepseek-v3
1992,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment simply restates the assignment with no added intent.,remove,repair,False,,deepseek-v3
1993,True,Obvious,0.78,Obvious,0.78,Not a smell,0.22,"Comment restates creation of next-level set, adding term 'fringe'; no loss of intent or rationale.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1994,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the obvious code action.,remove,repair,False,,deepseek-v3
1995,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,merely restates the obvious return value.,remove,repair,False,,deepseek-v3
1996,True,Task,0.95,Task,0.95,Not a smell,0.05,Indicates future removal after external issue resolved.,remove,repair,False,,deepseek-v3
1997,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of adding 0.5 to y_true to trigger regression branch.,no_change,evaluation,False,,deepseek-v3
1998,True,Task,0.95,Task,0.95,Not a smell,0.05,FIXME comment indicating a future removal task.,remove,repair,False,,deepseek-v3
1999,False,Not a smell,0.85,Not a smell,0.85,Vague,0.15,"Comment explains the purpose of the assert as a safeguard for the if/else, providing specific local rationale.",no_change,evaluation,True,low_confidence;not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
2000,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates the obvious plot call without adding rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
2001,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the assert statement without added context.,remove,repair,False,,deepseek-v3
2002,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the test step without adding rationale or context.,remove,repair,False,,deepseek-v3
2003,False,Not a smell,0.95,Not a smell,0.95,Task,0.03,"Provides context linking test to a specific regression issue, useful for comprehension.",no_change,evaluation,False,,deepseek-v3
2004,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Adds test intent for positive label and statistics verification.,no_change,evaluation,False,,deepseek-v3
2005,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides rationale for creating imbalanced subset, not just restating.",no_change,evaluation,False,,deepseek-v3
2006,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale: making problem harder with fewer features.,no_change,evaluation,False,,deepseek-v3
2007,False,Not a smell,0.95,Not a smell,0.95,Vague,0.03,"Comment provides specific rationale: checks positive class ordering due to class imbalance, clarifying intent of the assertion.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
2008,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains non-trivial transformation logic.,no_change,evaluation,False,,deepseek-v3
2009,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains test expectation for 'cancer' class statistics.,no_change,evaluation,False,,deepseek-v3
2010,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies intent for the next block; adds local purpose.,no_change,evaluation,False,,deepseek-v3
2011,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the purpose of generating sparse data.,no_change,evaluation,False,,deepseek-v3
2012,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the condition and exception in the check.,no_change,evaluation,False,,deepseek-v3
2013,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the visible code check.,remove,repair,False,,deepseek-v3
