sample_id,is_smelly,label,confidence,top1_label,top1_score,top2_label,top2_score,reason_short,action_hint,route_to,second_check_used,review_reason,model_source
1737,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why copying non-animated dict keys.,no_change,evaluation,False,,deepseek-v3
1738,True,Vague,0.9,Vague,0.9,Not a smell,0.1,Generic label 'Default handlers' lacks specific referent/effect; reader must infer.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
1739,False,Not a smell,0.95,Not a smell,0.95,Vague,0.02,Explains why property raises error; clarifies design rationale.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1740,False,Not a smell,0.6375,Not a smell,0.6375,Obvious,0.3625,"Provides local intent (repeat the sequence) and references external docs, but intent is local.",no_change,evaluation,True,low_confidence;not_smell_vs_nonlocal;borderline_label_low_confidence,deepseek-v3
1741,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains reason for deferred import.,no_change,evaluation,False,,deepseek-v3
1742,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment adds rationale for early return, preventing double installation.",no_change,evaluation,False,,deepseek-v3
1743,True,Obvious,0.9,Obvious,0.9,Vague,0.05,Restates code action without adding purpose or rationale.,remove,repair,False,,deepseek-v3
1744,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Comment merely restates the code action without added rationale or context.,remove,repair,False,,deepseek-v3
1745,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for looping to avoid lag, adding context.",no_change,evaluation,False,,deepseek-v3
1746,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Visual separator with no semantic content.,remove,repair,False,,deepseek-v3
1747,False,Not a smell,0.95,Not a smell,0.95,Vague,0.02,Explains rationale for multiple redraws after wakeup to avoid black screen.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1748,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates visible library initialization.,remove,repair,False,,deepseek-v3
1749,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Merely restates the if condition without added context.,remove,repair,False,,deepseek-v3
1750,True,Obvious,0.97,Obvious,0.97,Not a smell,0.03,Merely restates the code without adding useful context or rationale.,remove,repair,False,,deepseek-v3
1751,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates obvious condition and action without added rationale.,remove,repair,False,,deepseek-v3
1752,False,Not a smell,0.8,Not a smell,0.8,Obvious,0.2,Comment states purpose of attempting pause mode for the block.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1753,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,"Comment merely restates the local code action ('app goes in pause mode, wait.') without providing additional intent, rationale, constraint, or risk. Removing it would not lose why, intent, constraint, or risk.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1754,True,Vague,0.675,Vague,0.675,Not a smell,0.325,Comment is a fragmentary question without specifying referent 'it'.,rewrite,repair,True,not_smell_vs_vague_risk,deepseek-v3
1755,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment restates the local action without adding rationale or intent.,remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1756,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains app resume state clearly.,no_change,evaluation,False,,deepseek-v3
1757,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains magic number 25 as 5 fps for 5 seconds.,no_change,evaluation,False,,deepseek-v3
1758,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why app is stopped: doesn't support pause mode; adds rationale.,no_change,evaluation,False,,deepseek-v3
1759,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the obvious guard condition.,remove,repair,False,,deepseek-v3
1760,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Adds rationale for preventing Twisted from handling signals by default.,no_change,evaluation,False,,deepseek-v3
1761,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for installing reactor.,no_change,evaluation,False,,deepseek-v3
1762,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why import is safe after custom reactor install.,no_change,evaluation,False,,deepseek-v3
1763,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,"Comment explains purpose of deque for twisted callbacks, adding local intent.",no_change,evaluation,False,,deepseek-v3
1764,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for when function is called.,no_change,evaluation,False,,deepseek-v3
1765,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains calling context clearly,no_change,evaluation,False,,deepseek-v3
1766,True,Obvious,0.85,Obvious,0.85,Vague,0.15,Comment restates code actions without added rationale; docstring already covers purpose.,remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1767,True,Misleading,0.85,Misleading,0.85,Not a smell,0.15,Comment says 'if eventloop exists' but code does not check condition; tries shutdown anyway.,rewrite,repair,False,,deepseek-v3
1768,False,Not a smell,0.675,Not a smell,0.675,Obvious,0.325,"Comment indicates purpose of coordinating reactor with EventLoop, not just restating code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1769,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains intent of guard condition, not restating code.",no_change,evaluation,False,,deepseek-v3
1770,False,Not a smell,0.816,Not a smell,0.816,Obvious,0.184,"Comment explains local intent for renaming module, despite referencing external modules and project context.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1771,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale for expected queue pattern.,no_change,evaluation,False,,deepseek-v3
1772,False,Not a smell,0.98,Not a smell,0.98,Vague,0.02,"Explains rationale: reactor already running, so start service collection.",no_change,evaluation,False,,deepseek-v3
1773,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds intent and context for the following search logic.,no_change,evaluation,False,,deepseek-v3
1774,False,Not a smell,0.8075,Not a smell,0.95,Nonlocal info,0.05,"Explains local intent for explicit default setting, not dependent on external config.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1775,True,Vague,0.9,Vague,0.9,Obvious,0.08,Metaphorical comment; does not explain the specific condition or effect.,rewrite,repair,False,,deepseek-v3
1776,True,Obvious,0.95,Obvious,0.95,Not a smell,0.04,Comment merely restates the obvious print action in finally block.,remove,repair,False,,deepseek-v3
1777,False,Not a smell,0.85,Not a smell,0.85,Vague,0.15,Provides historical rationale for regression test.,no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
1778,False,Not a smell,0.9,Not a smell,0.9,Nonlocal info,0.05,"Explains why system fonts_dir is added to resource paths, providing useful intent.",no_change,evaluation,False,,deepseek-v3
1779,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides helpful context about variable meaning.,no_change,evaluation,False,,deepseek-v3
1780,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the local code action without added intent or context.,remove,repair,False,,deepseek-v3
1781,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates condition check without adding context.,remove,repair,False,,deepseek-v3
1782,False,Not a smell,0.525,Not a smell,0.525,Obvious,0.475,"Comment explains intent: selecting preferred font variant based on bold/italic, not just restating code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1783,False,Not a smell,0.6,Not a smell,0.6,Obvious,0.4,Provides rationale (for compatibility) and specific action (check data dir).,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1784,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment states purpose of code block.,no_change,evaluation,False,,deepseek-v3
1785,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains condition and rationale for early return.,no_change,evaluation,False,,deepseek-v3
1786,False,Not a smell,0.92,Not a smell,0.92,Obvious,0.06,Provides clear intent for the following block.,no_change,evaluation,False,,deepseek-v3
1787,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides specific conditional context for center/right direction handling.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1788,False,Not a smell,0.6,Not a smell,0.6,Obvious,0.4,"Comment summarizes the condition, providing rationale for the following checks, not just a restatement.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1789,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Provides rationale for variable state, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1790,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates condition already implied by preceding if blocks.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1791,True,Obvious,0.675,Obvious,0.9,Vague,0.1,"Comment restates the condition with a typo, no additional rationale.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1792,False,Not a smell,0.675,Not a smell,0.9,Vague,0.1,"Comment provides intent for the following block, not just restating code.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1793,True,Obvious,0.675,Obvious,0.675,Not a smell,0.325,"Comment only restates the branch direction that is already clear from the 'if dir != ""l""' condition; removes no why/intent/constraint/risk.",remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1794,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates condition without adding rationale or intent.,remove,repair,False,,deepseek-v3
1795,True,Vague,0.75,Vague,0.75,Obvious,0.25,"Comment fragment 'if split_str' restates only a variable name without clarity, providing minimal insight.",rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1796,True,Obvious,0.95,Obvious,0.95,Not a smell,0.15,Comment merely restates the code action without adding rationale.,remove,repair,False,,deepseek-v3
1797,True,Nonlocal info,0.675,Nonlocal info,0.9,Not a smell,0.1,"Comment references Config value and external pango functions, meaning depends on external module/config agreement.",move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1798,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the arithmetic of the code.,remove,repair,False,,deepseek-v3
1799,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains data structure assumption for plain label, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1800,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment explains alignment logic for RTL text.,no_change,evaluation,False,,deepseek-v3
1801,True,Task,0.65,Task,0.65,Not a smell,0.2,Comment includes TODO and explanatory text; rationale present but TODO dominates as a task smell.,remove,repair,True,low_confidence,deepseek-v3
1802,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Comment merely restates the meaning of divmod output variables; no added rationale, intent, or constraint.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1803,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment provides specific rationale about trailing space under justify.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1804,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates indexing spaces in words list; no added intent/rationale.,remove,repair,False,,deepseek-v3
1805,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates local code action without adding rationale.,remove,repair,False,,deepseek-v3
1806,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates the code action without adding rationale or intent.,remove,repair,False,,deepseek-v3
1807,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates that setting layout_line.w to uww makes line full width.,remove,repair,False,,deepseek-v3
1808,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains condition meaning, adds context for code.",no_change,evaluation,False,,deepseek-v3
1809,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Clarifies that _internal_size[1] is text size, not texture size; adds context.",no_change,evaluation,False,,deepseek-v3
1810,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains variable meaning in texture context.,no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1811,True,Obvious,0.92,Obvious,0.92,Vague,0.05,Restates code action; no added intent or rationale.,remove,repair,False,,deepseek-v3
1812,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Explains purpose of width check to avoid black bar on 1px text.,no_change,evaluation,False,,deepseek-v3
1813,True,Vague,0.8,Vague,0.8,Not a smell,0.2,"Comment is fragmentary and does not explain the specific role of the variable, leaving the intent unclear.",rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1814,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clearly explains branch condition and rendering intent.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1815,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the code action without adding intent or rationale.,remove,repair,False,,deepseek-v3
1816,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates code action without adding rationale.,remove,repair,False,,deepseek-v3
1817,True,Obvious,0.95,Obvious,0.95,Not a smell,0.03,Restates branch condition without adding new rationale.,remove,repair,False,,deepseek-v3
1818,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates else branch's alignment options without added context.,remove,repair,False,,deepseek-v3
1819,True,Vague,0.9,Vague,0.9,Not a smell,0.1,Comment is fragmentary and does not specify what the 'second pass' entails or why 'for real' is needed.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1820,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment clarifies purpose of code block.,no_change,evaluation,False,,deepseek-v3
1821,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the purpose of the condition.,no_change,evaluation,False,,deepseek-v3
1822,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates obvious code action without adding intent or rationale.,remove,repair,False,,deepseek-v3
1823,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment merely restates the code's action without adding rationale or constraints.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1824,True,Task,0.95,Task,0.95,Vague,0.05,"Explicit FIXME indicating future improvement, a task comment.",remove,repair,False,,deepseek-v3
1825,False,Not a smell,0.675,Not a smell,0.675,Obvious,0.325,Provides timing context for initialization step.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1826,True,Obvious,0.95,Obvious,0.95,Vague,0.05,Comment restates the if condition without adding new intent or context.,remove,repair,False,,deepseek-v3
1827,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for None check with reference to bug.,no_change,evaluation,False,,deepseek-v3
1828,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.05,Explains rationale for timeout adjustment due to framerate lag.,no_change,evaluation,False,,deepseek-v3
1829,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates assignment code without added rationale or context.,remove,repair,False,,deepseek-v3
1830,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the obvious condition without adding intent or rationale.,remove,repair,False,,deepseek-v3
1831,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates visible scheduling action with no added rationale or constraint.,remove,repair,False,,deepseek-v3
1832,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates attribute name without adding context or rationale.,remove,repair,False,,deepseek-v3
1833,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Describes attribute purpose concisely; not a smell.,no_change,evaluation,False,,deepseek-v3
1834,False,Not a smell,0.92,Not a smell,0.92,Obvious,0.08,"Explains rationale for deferring on_release, adds value.",no_change,evaluation,False,,deepseek-v3
1835,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds clear intent and rationale for conditional action.,no_change,evaluation,False,,deepseek-v3
1836,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains essential import ordering.,no_change,evaluation,False,,deepseek-v3
1837,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates loop action without adding rationale or context.,remove,repair,False,,deepseek-v3
1838,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds specific purpose and context for test assertion about ids during dispatch.,no_change,evaluation,False,,deepseek-v3
1839,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment restates obvious code action with no added rationale.,remove,repair,False,,deepseek-v3
1840,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the code action without added meaning.,remove,repair,False,,deepseek-v3
1841,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the assertEqual call without adding intent or rationale.,remove,repair,False,,deepseek-v3
1842,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the visible copy action without added rationale.,remove,repair,False,,deepseek-v3
1843,False,Not a smell,0.85,Not a smell,0.85,Vague,0.15,Clarifies Python 2 compatibility in except block.,no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
1844,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for using Kv over Python.,no_change,evaluation,False,,deepseek-v3
1845,True,Beautification,0.9,Beautification,0.9,Irrelevant,0.1,ASCII art separator with no code meaning; appears decorative.,remove,repair,False,,deepseek-v3
1846,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Visual diagram clarifies expected layout positions, not just decoration.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1847,False,Not a smell,0.7,Not a smell,0.7,Obvious,0.3,Visual grid showing expected positions of numbers provides useful context.,no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1848,True,Beautification,0.95,Beautification,0.95,Irrelevant,0.05,"ASCII art visual separator, no semantic content.",remove,repair,False,,deepseek-v3
1849,True,Beautification,0.9,Beautification,0.9,Irrelevant,0.1,ASCII art visual separator without semantic content.,remove,repair,False,,deepseek-v3
1850,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,ASCII diagram explains layout.,no_change,evaluation,False,,deepseek-v3
1851,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.05,Visual diagram clarifies expected layout for parametrized test.,no_change,evaluation,False,,deepseek-v3
1852,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.05,Visual diagram clarifies expected grid layout for test.,no_change,evaluation,False,,deepseek-v3
1853,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Visual aid for expected layout positions in test.,no_change,evaluation,False,,deepseek-v3
1854,False,Not a smell,0.765,Not a smell,0.765,Obvious,0.235,"ASCII diagram clarifies grid positions for test layout, not just a separator.",no_change,evaluation,True,signal_conflict,deepseek-v3
1855,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"ASCII diagram clarifies expected layout, providing non-obvious context.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1856,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Visual layout diagram aids test understanding.,no_change,evaluation,False,,deepseek-v3
1857,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Visual diagram clarifies expected layout for test.,no_change,evaluation,False,,deepseek-v3
1858,True,Nonlocal info,0.5737,Nonlocal info,0.9,Not a smell,0.1,"Explains mypy error due to missing attribute in external module sklearn.svm, aiding comprehension of type: ignore.",move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1859,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.04,Clarifies purpose and context of 1vs1 weight generation.,no_change,evaluation,False,,deepseek-v3
1860,False,Not a smell,0.95,Not a smell,0.95,Task,0.05,"Explains rationale for not preallocating, provides design context.",no_change,evaluation,False,,deepseek-v3
1861,True,Misleading,0.95,Misleading,0.95,Vague,0.05,"Comment says 'SVs for class1' but code extracts sv2 for class2, inconsistent.",rewrite,repair,False,,deepseek-v3
1862,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates variable assignment without adding rationale or context.,remove,repair,False,,deepseek-v3
1863,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the obvious variable assignment without adding intent or context.,remove,repair,False,,deepseek-v3
1864,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the following assignment without additional intent or rationale.,remove,repair,False,,deepseek-v3
1865,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates code action without added rationale or constraint.,remove,repair,False,,deepseek-v3
1866,True,Nonlocal info,0.675,Nonlocal info,0.9,Not a smell,0.2,Comment references external module LibSVM for ordering constraint.,move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1867,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains purpose of method for cross_val_score, adds local intent.",no_change,evaluation,False,,deepseek-v3
1868,True,Task,0.95,Task,0.95,Not a smell,0.05,Comment is a TODO indicating future removal with a note about mypy error.,remove,repair,False,,deepseek-v3
1869,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates obvious code action without adding rationale.,remove,repair,False,,deepseek-v3
1870,True,Nonlocal info,0.4462,Nonlocal info,0.4462,Not a smell,0.5538,"Refers to Cython's requirement for float type, depends on external module.",move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1871,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains the variance formula for sparse data, adding useful context.",no_change,evaluation,False,,deepseek-v3
1872,True,Nonlocal info,0.9,Nonlocal info,0.9,Vague,0.1,References another comment elsewhere; not helpful locally.,move,repair,False,,deepseek-v3
1873,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for sign flip in binary case.,no_change,evaluation,False,,deepseek-v3
1874,True,Nonlocal info,0.5737,Nonlocal info,0.9,Not a smell,0.1,Explains n_iter_ type variation based on libSVM (external module) behavior.,move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1875,False,Not a smell,0.9,Not a smell,0.9,Nonlocal info,0.1,Adds rationale about design flaw in regression models.,no_change,evaluation,False,,deepseek-v3
1876,True,Task,0.9,Task,0.9,Not a smell,0.1,"TODO indicates future task, but gives rationale for storing reference.",remove,repair,False,,deepseek-v3
1877,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains design decision clearly.,no_change,evaluation,False,,deepseek-v3
1878,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment clarifies else branch is for regression, adding local purpose.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1879,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Documents precondition for input type; specific and informative.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1880,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains why C is set to 0.0, adding rationale.",no_change,evaluation,False,,deepseek-v3
1881,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why kernel matrix is computed explicitly for callable kernels.,no_change,evaluation,False,,deepseek-v3
1882,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains rationale for placement order via method dependency check.,no_change,evaluation,False,,deepseek-v3
1883,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains non-obvious sign-flip logic, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
1884,False,Not a smell,0.8075,Not a smell,0.95,Nonlocal info,0.05,"Links CVE fix to local consistency check, providing useful intent and specific logic.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1885,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains reason for making array immutable.,no_change,evaluation,False,,deepseek-v3
1886,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains design choice for sparse matrices.,no_change,evaluation,False,,deepseek-v3
1887,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Comment merely restates the else branch condition without adding intent.,remove,repair,False,,deepseek-v3
1888,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Clarifies special case for SVR and OneClass; explains reduction of n_support size.,no_change,evaluation,False,,deepseek-v3
1889,False,Not a smell,0.95,Not a smell,0.95,Task,0.05,"Explains hacky design, warns against reuse, adds context and intent.",no_change,evaluation,False,,deepseek-v3
1890,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the condition; no added intent or rationale.,remove,repair,False,,deepseek-v3
1891,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates obvious branch label from code context.,remove,repair,False,,deepseek-v3
1892,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains dictionary hierarchy; aids comprehension.,no_change,evaluation,False,,deepseek-v3
1893,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why the check for intercept_scaling is needed.,no_change,evaluation,False,,deepseek-v3
1894,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains code rationale; enhances comprehension.,no_change,evaluation,False,,deepseek-v3
1895,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains reason for type conversion, helpful.",no_change,evaluation,False,,deepseek-v3
1896,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains a technical limitation with Numpy on 32-bit platforms.,no_change,evaluation,False,,deepseek-v3
1897,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment adds context explaining the example's purpose (incorrect clusters) not just restating code.,no_change,evaluation,False,,deepseek-v3
1898,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Describes the reason for data transformation.,no_change,evaluation,False,,deepseek-v3
1899,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of code block concisely.,no_change,evaluation,False,,deepseek-v3
1900,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.05,Concise description of data characteristic for code block.,no_change,evaluation,False,,deepseek-v3
1901,True,Beautification,0.9,Beautification,0.9,Not a smell,0.1,Section header comment separating newrand wrapper code.,remove,repair,False,,deepseek-v3
1902,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,"Provides rationale for using -std=c++11 flag, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
1903,True,Nonlocal info,0.7125,Nonlocal info,0.95,Not a smell,0.05,Section header referencing external module (LibSVM); meaning depends on external library.,move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1904,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,"Comment restates the obvious build action of compiling both libsvm and libsvm_sparse, directly visible in the code.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1905,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains rationale for C++ linking flag on MinGW.,no_change,evaluation,False,,deepseek-v3
1906,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for using C++11 flag for RNG fix.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1907,True,Beautification,0.9,Beautification,0.9,Not a smell,0.1,Comment is a section header for the liblinear module.,remove,repair,False,,deepseek-v3
1908,False,Not a smell,0.675,Not a smell,0.675,Obvious,0.325,Provides rationale for precompiling with C++11 flag.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1909,True,Commented out code,0.98,Commented out code,0.98,Irrelevant,0.02,Commented-out code line leftover from debugging,remove,repair,False,,deepseek-v3
1910,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,"Comment marks end of module, serves as visual separator only.",remove,repair,False,,deepseek-v3
1911,True,Nonlocal info,0.95,Nonlocal info,0.95,Not a smell,0.05,Ordering dependency on non-local library 'libsvm-skl'.,move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1912,False,Not a smell,0.65,Not a smell,0.65,Vague,0.35,"Comment states test expects exception, provides intent.",no_change,evaluation,True,low_confidence;not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
1913,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale about expected behavior with weighted base estimator.,no_change,evaluation,False,,deepseek-v3
1914,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment describing code block.,no_change,evaluation,False,,deepseek-v3
1915,True,Obvious,0.675,Obvious,0.675,Not a smell,0.325,Restates local code change without added rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
