sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
1631,Not a smell,0.95,No Change,Default event handlers,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1632,Beautification,0.95,Remove,-----------------------------------------------------------------------------  ProgressTracker  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1633,Not a smell,0.95,No Change,fired by recognize(),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1634,Not a smell,0.675,No Change,fired locally,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1635,Not a smell,0.95,No Change,to avoid too many self. lookups,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1636,Not a smell,0.95,No Change,Add a result; used internally by the recognize() function,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1637,Beautification,0.98,Remove,-----------------------------------------------------------------------------  MultistrokeGesture  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1638,Not a smell,0.95,No Change,optimal_cosine_distance() inlined here for performance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1639,Not a smell,0.95,No Change,"If you put the below directly into math.acos(), you will get a domain  error when a=1.0 and angle=0.0 (ie math_cos(angle)=1.0). It seems to  be because float representation of 1.0*1.0 is >1.0 (ie 1.00000...001)  and this is problematic for math.acos().  If you try math.acos(1.0*1.0) in interpreter it does not happen,  only with exact match at runtime",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1640,Task,0.85,Remove,FIXME: I'm sure there is a better way to do it but..,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1641,Not a smell,0.95,No Change,"has not happened to me, but I leave it here.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1642,Not a smell,0.95,No Change,"Handle a theoretical case where a MultistrokeGesture is composed  manually and the orientation_sensitive flag is True, and contains  a UnistrokeTemplate that has orientation_sensitive=False (or vice  versa). This would cause KeyError - requesting nonexistent vector",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1643,Not a smell,0.95,No Change,"Count as a match operation now, since the call to get_  angle_similarity below will force vector calculation,  even if it doesn't make it to get_distance",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1644,Not a smell,0.95,No Change,"Note: With this implementation, we always resample the candidate  to *any* encountered UnistrokeTemplate numpoints here, the filter  is only applied to MultistrokeGesture. See theoretical case  above; should not matter normally.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1645,Obvious,0.95,Rewrite,Skip if candidate/gesture angles are too far off,"# Skip if angle similarity exceeds threshold, indicating the gesture orientations differ significantly.",repaired,Original comment merely restates the condition; repair adds rationale about similarity threshold.,evaluation,deepseek-v3
1646,Obvious,0.95,Remove,Get the distance between cand/tpl paths,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1647,Obvious,0.9,Remove,Seed with index of each stroke,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1648,Not a smell,0.525,No Change,Prepare ._orders,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1649,Not a smell,0.95,No Change,Generate unistroke permutations,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1650,Not a smell,0.95,No Change,Heap Permute algorithm,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1651,Obvious,0.95,Remove,Create unistroke permutations from self.strokes,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1652,Not a smell,0.675,No Change,use b's bits for directions,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1653,Obvious,0.95,Remove,is b's bit at index i 1?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1654,Beautification,0.95,Remove,-----------------------------------------------------------------------------  UnistrokeTemplate  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1655,Obvious,0.9,Remove,All previously computed data is now void.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1656,Not a smell,0.95,No Change,Used to lazily prepare the template,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1657,Vague,0.85,Rewrite,How many points are we resampling to?,Determine number of points for resampling: use provided numpoints or default numpoints.,repaired,Original comment is a vague question; repaired comment clearly describes the purpose of the code block.,evaluation,deepseek-v3
1658,Not a smell,0.95,No Change,restore,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1659,Not a smell,0.95,No Change,"Now store it using the number of points in the resampled path as the  dict key. On the next call to get_*, it will be returned instead of  recomputed. Implicitly, you must reset self.db or call prepare() for  all the keys once you manipulate self.points.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1660,Obvious,0.95,Remove,Compute STARTANGLEINDEX as n/8:,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1661,Beautification,0.95,Remove,-----------------------------------------------------------------------------  Candidate  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1662,Not a smell,0.4875,No Change,Used to lazily prepare the candidate,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1663,Not a smell,0.95,No Change,angle_between_unit_vectors() inlined here for performance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1664,Not a smell,0.6375,No Change,FIXME: Domain error on float representation of 1.0 (exact match)  (see comments in MultistrokeGesture.get_distance()),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1665,Not a smell,0.95,No Change,Inlined combine_strokes() for performance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1666,Obvious,0.95,Remove,Compute STARTANGLEINDEX as n / 8,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1667,Not a smell,0.95,No Change,full rotation invariance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1668,Not a smell,0.95,No Change,rotation bounded invariance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1669,Beautification,0.85,Remove,"-----------------------------------------------------------------------------  Helper functions from this point on. This is all directly related to the  recognition algorithm, and is almost 100% transcription from the JavaScript  -----------------------------------------------------------------------------",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1670,Not a smell,0.95,No Change,Resample a path to `n` points,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1671,Not a smell,0.8,No Change,q is the next i,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1672,Not a smell,0.95,No Change,rounding error; insert the last point,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1673,Obvious,0.95,Remove,Rotate points around centroid,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1674,Vague,0.9,Rewrite,1D or 2D gesture test,Test if gesture is 1D (uniform scaling) or 2D (independent scaling) based on aspect ratio.,repaired,Clarifies the purpose of the condition check.,evaluation,deepseek-v3
1675,Obvious,0.9,Remove,Translate points around centroid,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1676,Not a smell,0.95,No Change,Helper function for the Protractor algorithm,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1677,Obvious,0.9,Remove,it's first page,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1678,Not a smell,0.95,No Change,"not first, but there are post pages",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1679,Obvious,0.95,Rewrite,not first and there are no post pages,Not first page and no subsequent pages (p == l_children),repaired,Reworded to make the condition explicit and remove redundancy.,evaluation,deepseek-v3
1680,Not a smell,0.95,No Change,second page - no left margin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1681,Not a smell,0.95,No Change,there's already a left margin,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1682,Not a smell,0.9,No Change,move next page up to right edge,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1683,Not a smell,0.95,No Change,move current page until edge hits the right border,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1684,Not a smell,0.95,No Change,move previous page left edge up to left border,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1685,Not a smell,0.95,No Change,move current page up to left edge,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1686,Not a smell,0.95,No Change,move next page until its edge hit the left border,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1687,Not a smell,0.95,No Change,move second next page up to right border,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1688,Not a smell,0.95,No Change,base class needed for builder,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1689,Not a smell,0.95,No Change,invalid indent,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1690,Obvious,0.95,Remove,call the on_press and check the result,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1691,Not a smell,0.95,No Change,"XXX on OSX CI Builder, img_sdl2 is not used  therefore the test below wont work yet with imageio only.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1692,Obvious,0.95,Remove,load kivy logo,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1693,Not a smell,0.95,No Change,try to save without any format,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1694,Obvious,0.95,Remove,save it in png,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1695,Not a smell,0.7125,No Change,"if False, then there is no provider",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1696,Obvious,0.95,Remove,try to save in a filename,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1697,Too much info,0.7125,Summarize,"XXX Test wrote but temporary commented  XXX because of the issue #6123 on OSX  XXX https://github.com/kivy/kivy/issues/6123  with open(filename, ""rb"") as fd2:      pngdatafile = fd2.read()  # check the png file data is the same as bytesio  self.assertTrue(pngdata == pngdatafile)",Temporarily commented due to issue #6123 on OSX.,repaired,Shortened verbose comment and commented-out code to a concise statement about the issue.,evaluation,deepseek-v3
1698,Obvious,0.95,Remove,save it in jpeg,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1699,Vague,0.85,Rewrite,internals for post-configuration,Holds internal items for post-configuration processing.,repaired,"Clarifies that it's a list storing items for post-configuration tasks, rather than a vague reference to internals.",evaluation,deepseek-v3
1700,Obvious,0.92,Remove,user version,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1701,Obvious,0.95,Remove,current version,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1702,Not a smell,0.85,No Change,"not tag rev (-alpha-1, -beta-x) allowed.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1703,Obvious,0.95,Remove,"finally, checking revision",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1704,Not a smell,0.95,No Change,: Global settings options for kivy,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1705,Obvious,0.675,Rewrite,Read environment,Parse Kivy environment variables into options.,repaired,Original comment merely restated the code; revised comment clarifies the purpose.,evaluation,deepseek-v3
1706,Not a smell,0.9,No Change,Extract all needed path in kivy : Kivy directory,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1707,Obvious,0.95,Remove,: Kivy modules directory,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1708,Obvious,0.95,Remove,: Kivy data directory,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1709,Obvious,0.95,Remove,: Kivy binary deps directory,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1710,Not a smell,0.95,No Change,: Kivy glsl shader directory,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1711,Not a smell,0.95,No Change,: Kivy icons config path (don't remove the last ''),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1712,Not a smell,0.95,No Change,: Kivy user-home storage directory,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1713,Obvious,0.9,Remove,: Kivy configuration filename,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1714,Obvious,0.9,Remove,: Kivy user modules directory,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1715,Obvious,0.85,Rewrite,: Kivy examples directory,Initially empty; will be set to the first existing examples directory path found.,repaired,"The original comment merely restated the variable name, adding no extra insight. Rewritten to explain its initialization and subsequent assignment.",evaluation,deepseek-v3
1716,Not a smell,0.95,No Change,"if there are deps, import them so they can do their magic.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1717,Not a smell,0.8075,No Change,Don't go further if we generate documentation,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1718,Beautification,0.95,Remove,Configuration management,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1719,Obvious,0.85,Rewrite,configuration,Import Kivy configuration settings.,repaired,"Original comment merely restates import source, rewrite adds context.",evaluation,deepseek-v3
1720,Obvious,0.92,Remove,Set level of logger,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1721,Not a smell,0.7125,No Change,Can be overridden in command line,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1722,Not a smell,0.95,No Change,"save sys argv, otherwise, gstreamer use it and display help..",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1723,Obvious,0.9,Remove,set argv to the non-read args,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1724,Not a smell,0.8075,No Change,Needs to be first opt for support_freeze to work,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1725,Nonlocal info,0.6056,Move,"when we are doing an executable on macosx with  pyinstaller, they are passing information with -p. so  it will conflict with our current -p option. since the  format is not the same, just avoid it.",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1726,Obvious,0.9,Remove,configure all activated modules,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1727,Not a smell,0.95,No Change,android hooks: force fullscreen and add android touch input provider,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1728,Obvious,0.95,Remove,Initialize,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1729,Not a smell,0.95,No Change,no more properties to animation ? kill the animation.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1730,Vague,0.95,Rewrite,Private,Private member,repaired,Specifies what is private.,evaluation,deepseek-v3
1731,Obvious,0.95,Remove,get current values,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1732,Obvious,0.9,Remove,install clock,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1733,Not a smell,0.95,No Change,"empty proxy, widget is gone. ref: #2458",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1734,Obvious,0.9,Remove,calculate progression,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1735,Obvious,0.95,Remove,apply progression on widget,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1736,Obvious,0.95,Remove,time to stop ?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1737,Not a smell,0.95,No Change,User requested to animate only part of the dict.  Copy the rest,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1738,Vague,0.9,Rewrite,Default handlers,Define default handlers for unhandled events.,repaired,Original comment is vague; replaced with more specific description.,evaluation,deepseek-v3
1739,Not a smell,0.95,No Change,This property is impossible to implement,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1740,Not a smell,0.6375,No Change,: Repeat the sequence. See 'Repeating animation' in the header : documentation.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1741,Not a smell,0.95,No Change,late import to avoid breaking module loading,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1742,Not a smell,0.95,No Change,"already installed, don't do it twice.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1743,Obvious,0.9,Remove,get gobject mainloop / context,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1744,Obvious,0.92,Remove,schedule the iteration each frame,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1745,Not a smell,0.95,No Change,"XXX we need to loop over context here, otherwise, we might have a lag",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1746,Beautification,0.95,Remove,-----------------------------------------------------------------------------  Android support  -----------------------------------------------------------------------------,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1747,Not a smell,0.95,No Change,"after wakeup, we need to redraw more than once, otherwise we get a  black screen",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1748,Obvious,0.95,Remove,Init the library,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1749,Obvious,0.92,Rewrite,do nothing until android asks for it.,Return early if Android has not requested a pause.,repaired,Original comment was obvious; rewrote to explain the early return condition clearly.,evaluation,deepseek-v3
1750,Obvious,0.97,Remove,try to get the current running application,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1751,Obvious,0.95,Remove,"no running application, stop our loop.",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1752,Not a smell,0.8,No Change,try to go to pause mode,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1753,Obvious,0.85,Rewrite,"app goes in pause mode, wait.",Block until Android triggers resume or stop.,repaired,Original comment merely restated code; rewrite clarifies purpose of waiting.,evaluation,deepseek-v3
1754,Vague,0.675,Rewrite,is it a stop or resume ?,Determine whether Android requested a stop or resume.,repaired,The original comment was vague and did not clearly state what the condition checks. The rewritten comment explicitly explains the purpose of the conditional check.,evaluation,deepseek-v3
1755,Obvious,0.85,Rewrite,app must stop,app must stop,fallback_original,Remove obvious comment that merely restates code.,evaluation,deepseek-v3
1756,Not a smell,0.95,No Change,app resuming now !,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1757,Not a smell,0.95,No Change,5 frames/seconds for 5 seconds,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1758,Not a smell,0.95,No Change,"app doesn't support pause mode, just stop it.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1759,Obvious,0.95,Remove,prevent installing more than once,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1760,Not a smell,0.95,No Change,"don't let twisted handle signals, unless specifically requested",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1761,Not a smell,0.95,No Change,"install threaded-select reactor, to use with own event loop",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1762,Not a smell,0.95,No Change,now we can import twisted reactor as usual,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1763,Not a smell,0.95,No Change,will hold callbacks to twisted callbacks,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1764,Not a smell,0.95,No Change,twisted will call the wake function when it needs to do work,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1765,Not a smell,0.95,No Change,"called every frame, to process the reactors work in main thread",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1766,Obvious,0.85,Rewrite,"start the reactor, by telling twisted how to wake, and process",Initialize reactor with wake callback and schedule periodic processing.,repaired,Original merely restated function name; rewritten to explain the two actions: setting up wake via interleave and scheduling work.,evaluation,deepseek-v3
1767,Misleading,0.85,Rewrite,make sure twisted reactor is shutdown if eventloop exists,# Shutdown the twisted reactor main loop,repaired,Original comment incorrectly implies conditional shutdown; code always shuts down reactor.,evaluation,deepseek-v3
1768,Not a smell,0.675,No Change,start and stop the reactor along with kivy EventLoop,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1769,Not a smell,0.95,No Change,prevent uninstalling more than once,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1770,Not a smell,0.816,No Change,"This is a ""jumping"" module, required for python-for-android project  Because we are putting all the module into the same .so, there can be name  conflict. We have one conflict with pygame.event and kivy.event => Both are  python extension and have the same ""initevent"" symbol. So right now, just  rename this one.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1771,Not a smell,0.95,No Change,we should have 2 progress minimum and one success,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1772,Not a smell,0.98,No Change,"reactor is already running, so we just start the service collection",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1773,Not a smell,0.95,No Change,start searching after the last selected node,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1774,Not a smell,0.8075,No Change,"we don't actually need to set asyncio as the lib because it is  the default, but it doesn't hurt to be explicit",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1775,Vague,0.9,Rewrite,get some sleep,"If idle for two cycles, trigger button to go to sleep",repaired,Original 'get some sleep' is vague; rewrite clarifies condition and action.,evaluation,deepseek-v3
1776,Obvious,0.95,Remove,"when canceled, print that it finished",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1777,Not a smell,0.85,No Change,the old error before utf-8 was standard,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1778,Not a smell,0.9,No Change,Include system fonts_dir in resource paths.  This allows us to specify a font from those dirs.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1779,Not a smell,0.95,No Change,the real computed text size (inclds pad),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1780,Obvious,0.95,Remove,add regular font to list again,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1781,Obvious,0.95,Remove,is the font registered?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1782,Not a smell,0.525,No Change,return the preferred font for the current bold/italic combination,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1783,Not a smell,0.6,No Change,"XXX for compatibility, check directly in the data dir",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1784,Not a smell,0.95,No Change,register the font dirs,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1785,Not a smell,0.95,No Change,"if larger, it won't fit so don't even try extents",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1786,Not a smell,0.92,No Change,now find the first and last word,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1787,Not a smell,0.95,No Change,center or right,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1788,Not a smell,0.6,No Change,"no split, or the first word doesn't even fit",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1789,Not a smell,0.9,No Change,at this point we do char by char so e1 must be zero,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1790,Obvious,0.9,Rewrite,"both word fits, and there's at least on split_str",both words fit and there's exactly one split_str,repaired,Fixed typo and rephrased obvious comment to be clearer.,evaluation,deepseek-v3
1791,Obvious,0.675,Rewrite,there's only on split_str,there's only one split_str,repaired,Corrected grammatical error 'on' to 'one' and clarified the condition.,evaluation,deepseek-v3
1792,Not a smell,0.675,No Change,"both the first and last word fits, and they start/end at diff pos",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1793,Obvious,0.675,Rewrite,left,# handle left alignment,repaired,Original comment was too vague; rewrote to clearly describe the branch.,evaluation,deepseek-v3
1794,Obvious,0.95,Rewrite,"no split, or the last word doesn't even fit","If no split or last word doesn't fit, shorten",repaired,The original comment restates the condition but is placed before the length calculations; rewrote to clearly describe the subsequent decision.,evaluation,deepseek-v3
1795,Vague,0.75,Rewrite,if split_str,# only one split_str exists,repaired,Original comment 'if split_str' is vague; the code checks if s2 == e1 meaning only one split string is present.,evaluation,deepseek-v3
1796,Obvious,0.95,Remove,"get opts from first line, first word",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1797,Nonlocal info,0.675,Move,"FIXME: This should possibly use a Config value, and possibly we should         expose pango_unichar_direction() / pango_bidi_type_for_unichar()",,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1798,Obvious,0.95,Remove,real width of just text,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1799,Not a smell,0.95,No Change,for plain label each line has only one str,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1800,Not a smell,0.95,No Change,right-align RTL text,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1801,Task,0.65,Remove,right left justify  divide left over space between `spaces`  TODO implement a better method of stretching glyphs?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1802,Obvious,0.9,Remove,"number spaces needed to fill, and remainder",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1803,Not a smell,0.95,No Change,there's no trailing space when justify is selected,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1804,Obvious,0.9,Rewrite,"words: every even index is spaces, just add ltr n spaces",words: odd indices are spaces; add extra spaces to these separators.,repaired,"The original comment incorrectly stated that even indices are spaces; actually, spaces appear at odd indices (separators) after splitting with a capturing pattern. The code adds extra spaces to those odd-indexed elements",evaluation,deepseek-v3
1805,Obvious,0.9,Rewrite,"render the last word at the edge, also add it to line",Place the last word at the right edge and append it to layout_line.,repaired,Simplified to concise action description.,evaluation,deepseek-v3
1806,Obvious,0.9,Remove,word was stretched,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1807,Obvious,0.9,Remove,the line occupies full width,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1808,Not a smell,0.95,No Change,there was no text to render,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1809,Not a smell,0.95,No Change,"the real size of text, not texture",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1810,Not a smell,0.95,No Change,pos in the texture,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1811,Obvious,0.92,Remove,get data from provider,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1812,Not a smell,0.95,No Change,"If the text is 1px width, usually, the data is black.  Don't blit that kind of data, otherwise, you have a little black bar.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1813,Vague,0.8,Rewrite,pos of newline,Index of newline for vertical centering; -1 if none.,repaired,Original was vague; clarified meaning and initial value.,evaluation,deepseek-v3
1814,Not a smell,0.95,No Change,"if a newline split text, render from center down and up til uh",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1815,Obvious,0.95,Remove,layout from center down until half uh,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1816,Obvious,0.95,Rewrite,now layout from center upwards until uh is reached,Layout text before newline from center upward to fill remaining space,repaired,Original comment was vague; now specifies which text and the spatial context,evaluation,deepseek-v3
1817,Obvious,0.95,Remove,"if there's no new line, layout everything",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1818,Obvious,0.95,Remove,top or bottom,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1819,Vague,0.9,Rewrite,"second pass, render for real",Second pass: actual rendering with real=True,repaired,Rewrote vague informal comment to clearly describe the rendering pass with the real parameter.,evaluation,deepseek-v3
1820,Not a smell,0.95,No Change,"first pass, calculating width/height",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1821,Not a smell,0.95,No Change,"if no text are rendered, return nothing.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1822,Obvious,0.9,Remove,create a delayed texture,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1823,Obvious,0.85,Rewrite,Load the appropriate provider,Construct list of available text rendering libraries based on configuration.,repaired,Original comment was obvious and slightly inaccurate; rewrote to reflect code's purpose of building a library list.,evaluation,deepseek-v3
